sr_no,date_dd_mm_yyyy,startup_name,industry_vertical,sub_vertical,city_location,investors_name,investment_type,amount_in_usd,remarks,year,funding_tier
168,03/08/2018,Ziffyhomes,Consumer Internet,Online Home Rental Marketplace,Gurugram,Y Combinator,Private Equity,120000,No Remarks,2018,Seed & Early Stage
169,07/08/2018,My Omnamo,Consumer Internet,Holy Platform Offering Customised Puja Packages To Individuals And Corporates,Mumbai,Unknown,Seed/ Angel Funding,1000000,No Remarks,2018,Seed & Early Stage
170,07/08/2018,Shopx,Consumer Internet,Assisted E-Commerce Platform,Bengaluru,Fung Strategic Holdings,Private Equity,35000000,No Remarks,2018,Growth Capital
171,07/08/2018,Makemytrip,Consumer Internet,Online Travel Aggregator,Gurugram,Makemytrip Limited,Private Equity,10000000,No Remarks,2018,Growth Capital
172,08/08/2018,Hansel Io,Consumer Internet,Real-Time Mobile App Management,Bengaluru,Vertex Ventures,Seed/ Angel Funding,4000000,No Remarks,2018,Growth Capital
173,08/08/2018,Metro Bikes,Consumer Internet,Online Bike Rental Marketplace,Bengaluru,"Sequoia Capital India Advisors, Accel Partners And G Raghunandan",Private Equity,12200000,No Remarks,2018,Growth Capital
174,08/08/2018,Phone Pe,Consumer Internet,Upi Payments App,Bengaluru,Flipkart,Private Equity,66000000,No Remarks,2018,Late Stage Mega Round
175,09/08/2018,Quizizz,Ed-Tech,E-Learning Platform,Bengaluru,"Nexus Venture Partners, Prime Venture Partners And Others",Seed/ Angel Funding,3000000,No Remarks,2018,Growth Capital
176,09/08/2018,Happy Emi,Fin-Tech,Consumer Financing Platform,Bengaluru,Aj Ventures And Jain International Trade Organisation (Jito),Seed/ Angel Funding,1000000,No Remarks,2018,Seed & Early Stage
177,13/08/2018,Inthree,Consumer Internet,Rural E-Commerce Platform,Chennai,"Ventureast, Orios Venture Partners And The Ian Fund",Seed/ Angel Funding,4000000,No Remarks,2018,Growth Capital
178,13/08/2018,Observe Ai,Technology,Ai Based Solutions Platform,Bengaluru,"Nexus Venture Partners, Mgv, Liquid 2 Ventures, Hack Vc, Emergent Ventures And Y Combinator",Private Equity,8000000,No Remarks,2018,Growth Capital
179,16/08/2018,Enakshi,Consumer Internet,Ai Based Solutions Platform,Ahemadabad,Unknown,Seed/ Angel Funding,114811,No Remarks,2018,Seed & Early Stage
180,17/08/2018,Eazydiner,Consumer Internet,Online Restaurant Table Reservation Platform,Gurugram,Denlow Investment Trust And Beenext,Private Equity,5850000,No Remarks,2018,Growth Capital
181,20/08/2018,Finzy,Finance,Online Loan Matchmaking Platform,Bengaluru,Unknown,Seed / Angel Funding,1000000,No Remarks,2018,Seed & Early Stage
182,20/08/2018,Rawpressery,Consumer Internet,Online Organic Juice Delivery Service,Mumbai,Alteria Capital,Debt Funding,4800000,No Remarks,2018,Growth Capital
183,22/08/2018,Pi Ventures,Technology,Applied Artificial Intelligence And Iot Focused\\Xc2\\Xa0Platform,Bengaluru,Cdc Group Plc\\Xc2\\Xa0,Private Equity,6000000,No Remarks,2018,Growth Capital
184,22/08/2018,Revv,Consumer Internet,Online Indian Car Rental Platform,Gurugram,"Hyundai, Edelweiss And Beenext, Dream Incubator, Sunjay Kapoor And Telama Investment",Private Equity,14270000,No Remarks,2018,Growth Capital
185,26/08/2018,Zestmoney,Consumer Internet,Online Lending Platform,Bengaluru,"Xiaomi,Payu, Ribbit Capital And Omidyar Network",Private Equity,13400000,No Remarks,2018,Growth Capital
186,26/08/2018,Shubh Loans,Fin-Tech,\\Xc2\\Xa0Customer Sourcing Platform\\Xc2\\Xa0,Bengaluru,"Saama Capital, Sri Capital, Beenext, And Pravega Ventures",Private Equity,4200000,No Remarks,2018,Growth Capital
187,27/08/2018,Myupchar,Healthcare,Local Language Health Content App,Delhi,"Nexus Venture Partners, Omidyar Network And Shunwei Capital",Private Equity,5000000,No Remarks,2018,Growth Capital
188,28/08/2018,Narvar,It,Post-Purchase Customer Engagement Platform\\Xc2\\Xa0,Bengaluru,Accel (Formerly Known As Accel Partners),Private Equity,3000000,No Remarks,2018,Growth Capital
189,30/08/2018,True North,Finance,Private Equity Firm,Mumbai,Unknown,Private Equity,600000000,No Remarks,2018,Late Stage Mega Round
190,01/07/2018,Leena Ai,Technology,Hr Virtual Agent For Employees,Gurugram,Y Combinator,Seed/ Angel Funding,0,No Remarks,2018,Undisclosed
191,02/07/2018,Biryani By Kilo,Consumer Internet,Online Food Delivery,Gurugram,Ajay Relan And Vinay Mittal,Seed/ Angel Funding,1000000,No Remarks,2018,Seed & Early Stage
192,04/07/2018,Anchanto,It,E-Commerce Fulfilment Platform,Pune,Mdi Ventures & Telkom Indonesia,Private Equity,4000000,No Remarks,2018,Growth Capital
193,05/072018,Loan Tap,Consumer Internet,Online Lending Platform For Salaried Professionals,Mumbai,"Shunwei Capital, Tuscan Ventures, Ashish Goenka, Vc Firms India Quotient And Kae Capital",Private Equity,6250000,No Remarks,2018,Growth Capital
194,06/07/2018,Policybazaar,Consumer Internet,Online Insurance Selling Platform,Gurugram,Info Edge (India) Ltd And Temasek,Private Equity,27700000,No Remarks,2018,Growth Capital
195,09/07/2018,Zippserv,Consumer Internet,Online Platform For Risk-Assessment Services For Real Estate Investments,Bengaluru,Info Edge (India) Ltd,Seed/ Angel Funding,440000,No Remarks,2018,Seed & Early Stage
196,09/07/2018,Groww,Consumer Internet,Online Platform That Sells Direct Plans Of Mutual Funds,Bengaluru,"Insignia Ventures Partners, Lightbridge Partners & Kairos",Seed/ Angel Funding,1100000,No Remarks,2018,Seed & Early Stage
197,10/07/2018,Avenue Growth,Consumer Internet,Online Platform That Connects Brands With Freelance Sales Professionals,Gurugram,"Avtar Monga, Chief Operating Office At Idfc Bank, Aditya Malik & Others",Seed/ Angel Funding,437000,No Remarks,2018,Seed & Early Stage
198,10/07/2018,Inicu,Healthcare,Med-Tech Platform Providing Care For Newborns,Delhi,Venture Catalysts,Seed/ Angel Funding,0,No Remarks,2018,Undisclosed
199,10/07/2018,Kinara Capital,Finance,Lending Platform For Micro And Small Enterprises,Bengaluru,Responsability,Private Equity,5000000,No Remarks,2018,Growth Capital
200,10/07/2018,Shop 101,Consumer Internet,Mobile Storefront And Commerce Platform For Sellers,Mumbai,"Stellaris Venture Partners, Vy Capital, Raghunandan G, And Ramakant Sharma",Private Equity,5000000,No Remarks,2018,Growth Capital
201,11/07/2018,Sambandh,Consumer Internet,Online Micro Lending Platform,Rourkela,Base Of Pyramid Asia (Bopa) Pte Ltd,Private Equity,2500000,No Remarks,2018,Growth Capital
202,12/07/2018,19Th Mile,It,Artificial Intelligence-Based Sales Acceleration Software Platform,Gurugram,"Rishi Vasudev, Excelsior Investments, Ritesh Vohra, Praveer Kumar, Prashant Gupta And Others",Seed/ Angel Funding,180000,No Remarks,2018,Seed & Early Stage
203,12/07/2018,5Th Vital,Healthcare,Home Diagnostics Services Provider,Bengaluru,Brand Capital And Others,Seed/ Angel Funding,500000,No Remarks,2018,Seed & Early Stage
204,13/07/2018,Mengage,Healthcare,A Doctor-Patient Engagement Platform,Jaipur,"Siddharth Agarwal, Mahavir Sharma, Amit Singal, 100 Co-Founders Lab And Others.",Seed/ Angel Funding,175000,No Remarks,2018,Seed & Early Stage
205,17/07/2018,Ofbusiness,Finance,Online Lending Platform For Sme,Gurugram,"Creation Investments, Falcon Edge, Matrix Partners India And Zodius Capital",Private Equity,29000000,No Remarks,2018,Growth Capital
206,17/07/2018,Cars24,Consumer Internet,Online Used Car Marketplace,Gurugram,"Kingsway Fci Fund, Kck Global & Others",Private Equity,49700000,No Remarks,2018,Growth Capital
207,18/07/2018,The Ken,Consumer Internet,Subscription-Only News Website,Bengaluru,Omidyar Network & Others,Seed/ Angel Funding,1500000,No Remarks,2018,Seed & Early Stage
208,19/07/2018,Book My Show,Consumer Internet,Online Ticketing Platform,Mumbai,"Tpg Growth, The Rise Fund & Others",Private Equity,100000000,No Remarks,2018,Late Stage Mega Round
209,20/07/2018,Housingman,Consumer Internet,Property Discovery Platform,Bengaluru,Unknown,Seed/ Angel Funding,1500000,No Remarks,2018,Seed & Early Stage
210,21/07/2018,Paysense,Consumer Internet,Online Consumer Lending Platform,Mumbai,Payu & Others,Private Equity,18000000,No Remarks,2018,Growth Capital
211,23/07/2018,Yulu Bikes,Technology,Bicycle-Sharing Platform,Bengaluru,Unknown,Seed/ Angel Funding,0,No Remarks,2018,Undisclosed
212,23/07/2018,Vtion,Technology,Media Analytics,Gurugram,"Angellist, Rahul Khanna, Rajeev Arora And Ram Ramsundar.",Seed/ Angel Funding,280000,No Remarks,2018,Seed & Early Stage
213,23/07/2018,Log9 Materials,Technology,Nanotechnology Company Specializing In Graphene,Bengaluru,"Metaform Ventures, Hemant Luthra, Micro Venture Capital Firm Gems Partners And Others",Seed/ Angel Funding,436000,No Remarks,2018,Seed & Early Stage
214,24/07/2018,Kidovators,Ed-Tech,Skill Learning Platform,Bengaluru,Gray Matters,Seed/ Angel Funding,180000,No Remarks,2018,Seed & Early Stage
215,24/07/2018,Digit,Consumer Internet,Online Insurance Startup,Pune,Fairfax,Private Equity,45000000,No Remarks,2018,Growth Capital
216,25/07/2018,Black Soil,Finance,Non-Banking Financial Company,Mumbai,"Allcargo Logistics, Navneet Education And Mahavir Agency",Private Equity,17000000,No Remarks,2018,Growth Capital
217,25/07/2018,Trell,Consumer Internet,Mobile-First Video Blogging App,Bengaluru,"Beenext , Weh Ventures And Sprout Ventures",Seed/ Angel Funding,1250000,No Remarks,2018,Seed & Early Stage
218,25/07/2018,Iqlect,Technology,Data Analytics Firm,Bengaluru,Ventureast And Exfinity,Seed/ Angel Funding,2500000,No Remarks,2018,Growth Capital
219,26/07/2018,Entropik,It,Software-As-A-Service Platform,Bengaluru,"Bharat Innovation, Idfc-Parampara Capital, Arthavida Ventures, Jitendra Gupta & Others",Seed/ Angel Funding,1100000,No Remarks,2018,Seed & Early Stage
220,26/07/2018,Bitla Software,Technology,Travel-Focused Tech Startup,Bengaluru,Makemytrip,Private Equity,0,No Remarks,2018,Undisclosed
221,26/07/2018,Thecapitalnet,Fin-Tech,Unified Global Investments Ecosystem,Hyderabad,Lindwall Family Investments Llc (Lfi),Private Equity,500000,No Remarks,2018,Seed & Early Stage
222,30/07/2018,Shuttl,Consumer Internet,Bus Aggregation Platform,Gurugram,Amazon Alexa Fund & Dentsu Ventures,Private Equity,11000000,No Remarks,2018,Growth Capital
223,30/07/2018,Cure Fit,Consumer Internet,Health And Fitness Platform,Bengaluru,"Idg Ventures, Accel Partners, Kalaari Capital And Others",Private Equity,120000000,No Remarks,2018,Late Stage Mega Round
224,31/07/2018,Five Star Group,Fin-Tech,Non-Bank Lending Platform For Sme,Chennai,"Tpg, Norwest Venture Partners, Sequoia Capital & Matrix Partners",Private Equity,100000000,No Remarks,2018,Late Stage Mega Round
225,31/07/2018,Healthsignz,Healthcare,Health And Well Being Platform,Hyderabad,Kantilal Patel,Seed/ Angel Funding,5000000,No Remarks,2018,Growth Capital
226,01/06/2018,Cointribe,Finance,Credit-Based Lending Marketplace For Small And Medium Enterprises,Gurugram,"Sabre Partners, Puneet Dalmia & Others",Private Equity,10000000,No Remarks,2018,Growth Capital
227,04/06/2018,Digiconectt,Technology,Sales Analytics And Enablement Platform,Bengaluru,Aspire Logistics Llc,Seed/ Angel Funding,125000,No Remarks,2018,Seed & Early Stage
228,04/06/2018,Kashmir Box,E-Commerce,"Online Marketplace For Handicrafts, Handlooms And Local Produce",Srinagar,"Bhairavi Jani, Alok Divatia, Namrata Kaul, Sohail Hashemi, Aijaz Saleem",Seed/ Angel Funding,0,No Remarks,2018,Undisclosed
229,05/06/2018,Crowdera,Finance,Online Crowdfunding Platform,Nagpur,"Anil Advani, Pramod Jain, Amrendra Reddy And Manish Satnaliwala.",Seed/ Angel Funding,0,No Remarks,2018,Undisclosed
230,05/06/2018,Zoctr,Healthcare,Online Healthcare Aggregator,Mumbai,Nb Ventures And Others,Seed/ Angel Funding,0,No Remarks,2018,Undisclosed
231,07/06/2018,Annapurna Finance,Finance,Non-Banking Financial Company,Bhubneswar,Oman India Joint Investment Fund (Oijif),Private Equity,23000000,No Remarks,2018,Growth Capital
232,07/06/2018,Meesho,Consumer Internet,Online Marketplace For Resellers,Bengaluru,"Sequoia Capital India, Saif Partners, Y Combinator And Venture Highway",Private Equity,11500000,No Remarks,2018,Growth Capital
233,10/06/2018,Ayefinance,Finance,Online Lending Platform,Gurugram,"Capitalg, Saif Partners And Lgt Impact Ventures",Private Equity,21500000,No Remarks,2018,Growth Capital
234,11/06/2018,Theranosis,Healthcare,Specialised Diagnostics Platform,Hyderabad,Mumbai Angels Network,Seed/ Angel Funding,0,No Remarks,2018,Undisclosed
235,12/06/2018,Alpha Capital,Finance,Supplychain Finance,Mumbai,Alpha Capital,Private Equity,14800000,No Remarks,2018,Growth Capital
236,12/06/2018,Eshakti,E-Commerce,Fashion E-Tailer,Chennai,Paragon Partners,Private Equity,10100000,No Remarks,2018,Growth Capital
237,12/06/2018,Daily Ninja,Consumer Internet,Hyperlocal Delivery Platform,Bengaluru,Saama Capital And Sequoia Capital,Seed/ Angel Funding,3000000,No Remarks,2018,Growth Capital
238,13/06/2018,Nirogstreet,Healthcare,An Online Platform That Connects Ayurveda Doctors With Patients,Gurugram,"Spiral Ventures, Subho Ray And Samir Kumar",Seed/ Angel Funding,300000,No Remarks,2018,Seed & Early Stage
239,13/06/2018,Nivesh,Finance,Mass Market Mutual Fund Investment Platform,Noida,"Letsventure, Rajan Anandan, Basab Pradhan, Vivek Khare And Bijoy George",Seed/ Angel Funding,450000,No Remarks,2018,Seed & Early Stage
240,13/06/2018,What\\Xe2\\X80\\X99S Up Life,Consumer Internet,"A Local Discovery App For Dining-Out, Party, Leisure And Events",Gurugram,Rannvijay Singha,Seed/ Angel Funding,0,No Remarks,2018,Undisclosed
241,14/06/2018,Homelane,Consumer Internet,Online Home Furnishing Solutions,Bengaluru,Brand Capital,Seed/ Angel Funding,3450000,No Remarks,2018,Growth Capital
242,14/06/2018,Network Intelligence,Technology,Cybersecurity Specialist,Mumbai,Helix Investments,Private Equity,4800000,No Remarks,2018,Growth Capital
243,18/06/2018,Tynor Othontics,Healthcare,Prosthetics Manufacturers,Chandigarh,Lighthouse Funds & Thuasne Participations,Private Equity,21000000,No Remarks,2018,Growth Capital
244,18/06/2018,Elucidata,It,Data Analytics (Saas),Delhi & Cambridge,Hyperplane Venture Capital And Several Angel Investors,Seed/ Angel Funding,1700000,No Remarks,2018,Seed & Early Stage
245,19/06/2018,Chrysalis,Ed-Tech,Education Services Provider,Pune,Menterra Venture & Artha Initiatives,Seed/ Angel Funding,0,No Remarks,2018,Undisclosed
246,19/06/2018,Rentsher,Consumer Internet,Online Rental Marketplace,Bengaluru,"Shorooq Investments, Letsventure & Others",Seed/ Angel Funding,1100000,No Remarks,2018,Seed & Early Stage
247,20/06/2018,Drip Capital,Finance,Trade Finance Firm,Mumbai,"Accel Partners, Sequoia India, Y Combinator And Others.",Private Equity,15000000,No Remarks,2018,Growth Capital
248,22/06/2018,Wickedride,Consumer Internet,Online Motorbike And Scooter Rental Platforms,Bengaluru,"Sequoia Capital, Accel Partners & Raghunandan Gangappa",Private Equity,9100000,No Remarks,2018,Growth Capital
249,25/06/2018,Policybazaar,Consumer Internet,Online Insurance Selling Platform,Gurugram,Softbank Vision Fund & Info Edge (India) Ltd,Private Equity,200000000,No Remarks,2018,Late Stage Mega Round
250,25/06/2018,Hipbar,Consumer Internet,Digital Payment Platform For Beverage Delivery,Bengaluru,Diageo India,Private Equity,4000000,No Remarks,2018,Growth Capital
251,25/06/2018,Sqqrl,Finance,App-Based Investment Platform,Gurugram,Equanimity Venture Fund,Seed/ Angel Funding,1000000,No Remarks,2018,Seed & Early Stage
252,26/06/2018,Paytm,Technology,Digital Payment Platform,Noida,One 97 Communications,Private Equity,8950000,No Remarks,2018,Growth Capital
253,26/06/2018,Sigtuple,Healthcare,Data Driven Intelligence Solutions Platform,Bengaluru,"Accel Partners, Idg Venture, Endiya Partners, Pi Ventures, Vh Capital, Axilor Ventures And Binny Bansal",Private Equity,19000000,No Remarks,2018,Growth Capital
254,27/06/2018,Wow Express,Technology,E-Commerce Logistics Platform,Mumbai,Undisclosed Existing Investors As Well As The Tamarind Family Trust,Private Equity,4500000,No Remarks,2018,Growth Capital
255,28/06/2018,Front Desk Ai,Technology,An Ai Platform Offering Automated Customer Service Software,Bengaluru,Speciale Invest & Others,Seed/ Angel Funding,1100000,No Remarks,2018,Seed & Early Stage
256,28/06/2018,Edureka,Ed-Tech,Online Education Platform,Bengaluru,Leo Capital,Seed/ Angel Funding,2000000,No Remarks,2018,Growth Capital
257,29/06/2018,Numeroseven,Technology,An Artificial Intelligence-Based Recruitment Platform,Kolkatta,Shiva Gunapu & Others,Seed/ Angel Funding,0,No Remarks,2018,Undisclosed
258,02/05/2018,Opentap,Finance,Online Lending Platform,Chennai,Unknown High Net-Worth Individuals,Seed / Angel Funding,450000,No Remarks,2018,Seed & Early Stage
259,02/05/2018,Bizongo,Consumer Internet,Aggregator For Packaging Material,Mumbai,"B Capital, International Finance Corporation (Ifc), Accel Partners And Idg Ventures",Private Equity,22000000,No Remarks,2018,Growth Capital
260,03/05/2018,Disprz,It,Saas,Chennai,"Il&Fs Private Equity, Kae Capital & Others",Seed / Angel Funding,2500000,No Remarks,2018,Growth Capital
261,07/05/2018,Paisadukan,Consumer Internet,P2P Lending Platform,Mumbai,Unknown,Seed / Angel Funding,225000,No Remarks,2018,Seed & Early Stage
262,09/05/2018,I3Sysytems,Technology,Ai Product Company For Health And Life Insurane Companies,Mumbai,"Unitus Ventures, Behram Vakil And Jerxis Vandrevala",Seed / Angel Funding,1000000,No Remarks,2018,Seed & Early Stage
263,11/05/2018,Earth Food,Consumer Internet,Agri-Tech,Pune,Rairah Corporation,Seed / Angel Funding,949000,No Remarks,2018,Seed & Early Stage
264,14/05/2018,Nykaa,Consumer Internet,Beauty E-Tailer,Mumbai,"Sunil Munjal, Harsh Mariwala, Dalip Pathak And Others",Private Equity,24000000,No Remarks,2018,Growth Capital
265,16/05/2018,Mfine,Healthcare,Doctor-Consultation App,Bengaluru,"Prime Venture Partners, Stellaris Venture Partners And Mayur Abhaya Srisrimal",Private Equity,4200000,No Remarks,2018,Growth Capital
266,21/05/2018,Rocketium,Technology,Online Video Creation Platform,Bengaluru,Blume Ventures,Seed/ Angel Funding,300000,No Remarks,2018,Seed & Early Stage
267,21/05/2018,Milkbasket,Technology,Micro-Delivery Grocery Startup,Gurugram,"Kalaari Capital, Unilever Ventures And Blume Ventures",Private Equity,7000000,No Remarks,2018,Growth Capital
268,22/05/2018,Vola,Finance,Micro Lending Platform,Bengaluru,Credika And Unnamed Angel Investors,Seed/ Angel Funding,500000,No Remarks,2018,Seed & Early Stage
269,22/05/2018,Cashkumar,Consumer Internet,P2P Lending Platform,Bengaluru,Letsventure,Seed/ Angel Funding,735000,No Remarks,2018,Seed & Early Stage
270,23/05/2018,Edyoo,E-Commerce,Products For Shoolgoing Children,Bengaluru,Rs Shanbag,Seed/ Angel Funding,735000,No Remarks,2018,Seed & Early Stage
271,23/05/2018,Aashiyaan,Finance,Housing Finance For Low-Income Families,Kolkata,"Insistor, Oikocredit",Seed/ Angel Funding,2000000,No Remarks,2018,Growth Capital
